customer_id,has_mobile_app,has_web_account,mobile_logins_wk,web_logins_wk,avg_mobile_time,avg_web_time,last_mobile_use,last_web_use
1760,1,1,12.0,0.0,1.89,0.0,2023-11-16,2023-07-30
1761,1,1,3.0,4.0,4.26,8.17,2024-08-09,2024-07-10
1762,1,1,6.0,0.0,3.87,0.0,2024-08-16,2023-10-08
1763,1,1,6.0,3.0,5.08,7.8,2024-07-11,2024-11-05
1764,1,1,5.0,5.0,4.83,7.64,2024-08-01,2024-09-30
1765,1,1,4.0,3.0,6.16,9.08,2024-09-02,2024-07-18
1766,0,1,,10.0,,1.03,,2023-09-13
1767,0,0,,,,,,
1768,0,1,,0.0,,0.0,,2023-05-13
1769,1,1,7.0,2.0,7.16,15.27,2024-08-19,2024-10-09
1770,0,1,,4.0,,8.85,,2024-07-18
1771,1,1,6.0,1.0,6.82,17.83,2024-11-16,2024-12-29
1772,1,1,5.0,2.0,6.01,16.85,2024-09-14,2024-12-20
1773,1,1,9.0,6.0,4.64,2.73,2024-11-19,2024-05-14
1774,1,1,5.0,5.0,6.28,9.86,2024-11-16,2024-10-01
1775,1,1,3.0,3.0,5.35,6.33,2024-10-18,2024-09-24
1776,1,1,7.0,5.0,4.96,8.99,2024-09-20,2024-08-21
1777,0,0,,,,,,
1778,1,1,5.0,0.0,6.32,0.0,2024-09-13,2023-11-14
1779,0,1,,1.0,,16.24,,2024-12-31
1780,1,1,12.0,3.0,1.89,6.74,2023-11-20,2024-07-05
1781,0,0,,,,,,
1782,1,1,3.0,6.0,5.06,2.01,2024-11-26,2023-04-13
1783,1,1,0.0,3.0,0.0,6.34,2023-07-17,2024-09-14
1784,1,1,6.0,6.0,4.16,2.23,2024-09-11,2024-10-24
1785,1,1,8.0,3.0,6.0,8.08,2024-10-01,2024-08-03
1786,1,1,12.0,1.0,2.12,16.11,2023-02-11,2024-12-29
1787,1,1,6.0,6.0,6.76,2.5,2024-10-03,2024-07-03
1788,1,1,8.0,4.0,4.29,9.03,2024-08-21,2024-11-05
1789,1,1,12.0,1.0,1.5,15.85,2024-07-04,2024-09-19
1790,1,1,8.0,5.0,4.84,6.87,2024-11-26,2024-10-17
1791,1,1,0.0,1.0,0.0,15.03,2023-08-28,2024-07-12
1792,1,1,5.0,2.0,6.16,17.54,2024-08-27,2024-12-23
1793,1,1,4.0,0.0,6.4,0.0,2024-09-08,2023-01-26
1794,0,0,,,,,,
1795,1,1,2.0,6.0,7.11,1.81,2024-09-13,2023-11-26
1796,1,1,3.0,6.0,6.75,2.38,2024-09-13,2024-02-18
1797,1,1,12.0,2.0,1.9,16.59,2024-02-28,2024-12-27
1798,1,1,10.0,0.0,1.5,0.0,2024-01-04,2023-06-12
1799,1,1,11.0,6.0,1.46,2.29,2024-09-04,2023-08-01
1800,1,1,7.0,1.0,4.66,15.51,2024-11-02,2024-07-04
1801,0,1,,9.0,,1.74,,2023-05-04
1802,1,1,5.0,4.0,6.31,8.92,2024-07-14,2024-07-14
1803,1,1,3.0,3.0,6.01,7.97,2024-09-16,2024-08-15
1804,1,1,4.0,2.0,4.15,16.15,2024-11-25,2024-12-23
1805,0,1,,6.0,,3.03,,2023-02-02
1806,1,1,5.0,0.0,4.69,0.0,2024-07-10,2024-06-28
1807,0,1,,4.0,,8.68,,2024-07-18
1808,0,1,,1.0,,16.58,,2024-12-23
1809,1,1,4.0,5.0,5.97,6.47,2024-07-22,2024-11-04
1810,1,1,5.0,3.0,4.25,7.24,2024-07-23,2024-09-28
1811,1,1,5.0,1.0,3.89,15.51,2024-08-19,2024-08-27
1812,1,1,3.0,2.0,6.87,18.07,2024-11-14,2024-12-27
1813,1,1,10.0,0.0,1.61,0.0,2023-02-14,2024-05-18
1814,1,1,6.0,2.0,4.61,17.42,2024-11-07,2024-12-30
1815,1,1,5.0,0.0,7.04,0.0,2024-09-08,2024-09-22
1816,1,1,3.0,3.0,5.46,7.95,2024-09-07,2024-10-09
1817,1,1,5.0,2.0,5.85,15.95,2024-10-12,2024-10-07
1818,1,1,4.0,3.0,5.65,6.44,2024-11-01,2024-07-28
1819,1,1,4.0,0.0,4.49,0.0,2024-11-02,2024-10-01
1820,1,1,12.0,4.0,1.95,9.24,2024-08-02,2024-09-29
1821,1,1,10.0,3.0,1.02,10.49,2023-11-09,2024-11-08
1822,1,1,3.0,4.0,5.08,8.39,2024-09-12,2024-08-29
1823,1,1,1.0,0.0,7.12,0.0,2024-08-08,2024-02-17
1824,1,1,3.0,5.0,7.08,7.01,2024-10-07,2024-08-10
1825,1,1,5.0,3.0,3.58,8.16,2024-07-28,2024-08-11
1826,1,1,5.0,3.0,4.4,8.1,2024-09-13,2024-08-01
1827,0,1,,0.0,,0.0,,2024-03-19
1828,0,0,,,,,,
1829,0,1,,0.0,,0.0,,2023-03-30
1830,0,0,,,,,,
1831,0,1,,6.0,,1.77,,2024-02-16
1832,0,1,,3.0,,6.94,,2024-11-14
1833,0,0,,,,,,
1834,1,1,9.0,7.0,5.11,2.36,2024-10-08,2024-07-27
1835,0,0,,,,,,
1836,1,1,4.0,4.0,6.01,7.31,2024-10-09,2024-07-03
1837,1,1,5.0,4.0,6.91,8.44,2024-08-05,2024-11-30
1838,1,1,3.0,3.0,4.87,10.03,2024-08-16,2024-11-19
1839,1,1,5.0,5.0,6.21,8.63,2024-09-19,2024-11-09
1840,1,1,0.0,2.0,0.0,14.45,2023-06-01,2024-09-22
1841,0,0,,,,,,
1842,0,0,,,,,,
1843,0,0,,,,,,
1844,1,1,12.0,7.0,2.21,2.25,2023-01-05,2024-02-29
1845,0,0,,,,,,
1846,1,1,3.0,1.0,4.73,15.69,2024-09-20,2024-10-08
1847,0,0,,,,,,
1848,1,1,0.0,0.0,0.0,0.0,2023-01-27,2023-11-20
1849,0,1,,5.0,,7.59,,2024-07-03
1850,1,1,3.0,6.0,5.75,1.26,2024-08-17,2024-10-29
1851,1,1,5.0,5.0,5.35,6.81,2024-07-02,2024-09-13
1852,1,1,5.0,5.0,6.89,7.88,2024-10-04,2024-10-04
1853,1,1,3.0,2.0,6.39,16.49,2024-07-11,2024-12-20
1854,1,1,3.0,3.0,4.86,6.0,2024-09-22,2024-11-28
1855,1,1,5.0,3.0,6.25,8.95,2024-08-11,2024-11-13
1856,1,1,3.0,6.0,6.21,2.03,2024-11-03,2023-02-16
1857,0,1,,3.0,,6.61,,2024-08-02
1858,1,1,3.0,3.0,6.21,6.51,2024-11-15,2024-08-11
1859,0,1,,1.0,,16.65,,2024-12-25
1860,1,1,0.0,3.0,0.0,7.99,2024-01-17,2024-10-14
1861,1,1,5.0,1.0,4.95,16.61,2024-10-31,2024-12-27
1862,1,1,1.0,1.0,7.06,16.45,2024-10-29,2024-12-29
1863,1,1,6.0,3.0,4.93,7.53,2024-07-25,2024-09-09
1864,1,1,0.0,1.0,0.0,16.06,2024-07-30,2024-12-30
1865,1,1,10.0,2.0,2.16,16.13,2023-12-05,2024-12-30
1866,1,1,12.0,4.0,2.06,7.88,2024-08-09,2024-08-06
1867,1,1,3.0,9.0,5.84,1.16,2024-07-04,2024-03-27
1868,1,1,5.0,0.0,5.98,0.0,2024-11-08,2023-10-06
1869,0,1,,4.0,,9.25,,2024-08-13
1870,1,1,3.0,6.0,5.78,1.5,2024-07-24,2024-02-08
1871,1,1,4.0,0.0,5.85,0.0,2024-11-25,2023-06-06
1872,1,1,10.0,2.0,1.96,14.65,2023-01-01,2024-07-24
1873,1,1,0.0,0.0,0.0,0.0,2023-06-25,2023-05-22
1874,1,1,11.0,3.0,1.54,6.67,2024-01-12,2024-07-03
1875,1,1,7.0,4.0,3.86,8.27,2024-07-31,2024-09-06
1876,0,0,,,,,,
1877,0,1,,5.0,,9.58,,2024-10-30
1878,0,1,,0.0,,0.0,,2024-02-28
1879,1,1,9.0,5.0,3.35,6.51,2024-11-12,2024-07-25
1880,1,1,12.0,3.0,1.99,9.02,2024-03-10,2024-10-19
1881,1,1,5.0,0.0,5.25,0.0,2024-08-10,2023-11-21
1882,0,1,,7.0,,1.67,,2024-09-03
1883,0,0,,,,,,
1884,0,0,,,,,,
1885,1,1,7.0,1.0,5.89,15.53,2024-11-06,2024-09-14
1886,0,1,,6.0,,2.37,,2023-10-26
1887,0,0,,,,,,
1888,0,1,,5.0,,8.46,,2024-07-28
1889,1,1,4.0,5.0,5.32,8.29,2024-11-20,2024-11-13
1890,1,1,6.0,0.0,4.98,0.0,2024-08-09,2024-02-28
1891,1,1,4.0,10.0,3.86,1.94,2024-10-05,2023-06-10
1892,0,0,,,,,,
1893,1,1,4.0,5.0,4.45,10.09,2024-07-21,2024-10-27
1894,1,1,0.0,0.0,0.0,0.0,2023-11-09,2023-07-29
1895,1,1,0.0,2.0,0.0,15.01,2023-06-15,2024-10-06
1896,1,1,11.0,3.0,1.9,7.92,2023-12-13,2024-08-01
1897,1,1,4.0,1.0,4.59,16.59,2024-09-22,2024-12-28
1898,1,1,4.0,3.0,4.48,7.16,2024-08-17,2024-10-01
1899,1,1,6.0,2.0,5.62,15.59,2024-07-13,2024-07-07
1900,1,1,0.0,3.0,0.0,10.35,2023-10-10,2024-10-16
1901,1,1,3.0,2.0,5.09,18.07,2024-07-06,2024-12-29
1902,1,1,3.0,5.0,5.21,8.5,2024-10-25,2024-11-05
1903,1,1,6.0,3.0,5.65,8.73,2024-08-02,2024-07-18
1904,1,1,3.0,3.0,4.22,9.0,2024-08-24,2024-08-18
1905,1,1,3.0,8.0,6.76,2.28,2024-11-24,2024-10-30
1906,1,1,5.0,6.0,5.19,3.0,2024-11-22,2024-02-20
1907,1,1,12.0,4.0,1.68,8.45,2024-06-21,2024-11-27
1908,1,1,4.0,5.0,5.81,9.22,2024-09-09,2024-08-02
1909,0,1,,5.0,,7.74,,2024-07-24
1910,0,1,,3.0,,7.47,,2024-07-18
1911,0,1,,0.0,,0.0,,2024-03-20
1912,0,1,,0.0,,0.0,,2023-01-23
1913,1,1,4.0,6.0,6.32,1.52,2024-10-07,2024-05-26
1914,1,1,4.0,4.0,4.75,6.8,2024-11-26,2024-09-24
1915,0,1,,0.0,,0.0,,2023-12-31
1916,0,0,,,,,,
1917,1,1,0.0,0.0,0.0,0.0,2024-06-02,2024-08-19
1918,0,1,,2.0,,15.36,,2024-08-28
1919,1,1,5.0,8.0,3.0,2.47,2024-09-18,2023-06-29
1920,1,1,10.0,5.0,1.8,10.36,2024-09-26,2024-10-04
1921,1,1,2.0,5.0,5.56,9.2,2024-10-31,2024-10-20
1922,1,1,4.0,3.0,4.85,8.0,2024-10-03,2024-09-25
1923,0,0,,,,,,
1924,1,1,5.0,3.0,4.88,8.83,2024-07-13,2024-08-10
1925,1,1,4.0,5.0,6.3,8.08,2024-11-14,2024-09-12
1926,1,1,4.0,5.0,6.01,7.22,2024-11-08,2024-07-21
1927,1,1,7.0,3.0,3.58,7.66,2024-11-25,2024-07-21
1928,1,1,2.0,1.0,5.31,14.59,2024-07-31,2024-11-17
1929,1,1,7.0,3.0,6.12,6.94,2024-07-20,2024-11-11
1930,1,1,5.0,9.0,5.88,1.07,2024-08-03,2023-09-21
1931,1,1,6.0,7.0,4.49,2.02,2024-08-20,2023-07-06
1932,1,1,7.0,3.0,6.84,7.16,2024-09-24,2024-09-13
1933,1,1,6.0,7.0,4.71,1.56,2024-07-25,2023-01-02
1934,1,1,8.0,7.0,3.66,2.17,2024-09-25,2023-07-22
1935,1,1,3.0,5.0,6.61,8.29,2024-11-04,2024-10-20
1936,0,1,,3.0,,8.22,,2024-11-13
1937,0,1,,5.0,,8.83,,2024-07-15
1938,1,1,12.0,0.0,2.12,0.0,2023-11-27,2024-01-16
1939,1,1,5.0,6.0,6.16,1.84,2024-07-18,2023-03-31
1940,0,0,,,,,,
1941,0,1,,0.0,,0.0,,2023-02-28
1942,0,0,,,,,,
1943,1,1,4.0,3.0,5.62,7.76,2024-07-26,2024-10-09
1944,1,1,3.0,1.0,7.08,15.57,2024-09-07,2024-10-06
1945,0,1,,3.0,,9.19,,2024-10-05
1946,1,1,12.0,2.0,1.56,14.93,2023-07-08,2024-07-16
1947,1,1,2.0,4.0,7.67,6.36,2024-09-28,2024-08-14
1948,1,1,3.0,6.0,8.0,1.74,2024-09-05,2023-11-04
1949,0,1,,7.0,,1.27,,2024-08-31
1950,1,1,7.0,3.0,5.11,6.0,2024-11-09,2024-11-06
1951,0,1,,3.0,,7.7,,2024-09-13
1952,0,1,,4.0,,7.74,,2024-11-11
1953,0,0,,,,,,
1954,1,1,5.0,4.0,5.48,8.67,2024-11-16,2024-11-21
1955,1,1,7.0,0.0,4.22,0.0,2024-11-11,2024-01-25
1956,1,1,5.0,7.0,6.53,1.96,2024-10-22,2024-10-28
1957,1,1,7.0,3.0,6.71,9.04,2024-07-05,2024-09-02
1958,1,1,2.0,1.0,5.0,16.25,2024-09-21,2024-12-29
1959,1,1,3.0,3.0,4.82,7.45,2024-07-09,2024-11-12
1960,1,1,10.0,8.0,3.0,3.06,2024-10-17,2024-04-29
1961,1,1,6.0,5.0,5.22,8.13,2024-09-08,2024-07-13
1962,1,1,3.0,3.0,5.41,7.67,2024-11-06,2024-08-04
1963,1,1,3.0,2.0,5.25,15.83,2024-08-15,2024-10-31
1964,1,1,3.0,7.0,6.9,2.09,2024-11-26,2024-05-21
1965,1,1,12.0,5.0,1.97,8.08,2023-11-09,2024-09-16
1966,1,1,6.0,1.0,6.74,15.43,2024-10-11,2024-09-18
1967,1,1,10.0,5.0,2.39,6.0,2023-02-26,2024-10-13
1968,0,0,,,,,,
1969,0,0,,,,,,
1970,0,0,,,,,,
1971,0,0,,,,,,
1972,1,1,5.0,0.0,6.34,0.0,2024-11-26,2023-12-01
1973,1,1,4.0,4.0,4.91,8.81,2024-07-21,2024-08-29
1974,0,0,,,,,,
1975,1,1,7.0,0.0,5.68,0.0,2024-07-26,2023-10-14
1976,1,1,6.0,4.0,6.19,7.78,2024-08-21,2024-09-21
1977,1,1,7.0,6.0,5.81,2.18,2024-09-16,2024-05-19
1978,1,1,4.0,3.0,6.27,8.82,2024-09-30,2024-10-06
1979,1,1,2.0,1.0,8.32,14.73,2024-12-26,2024-07-16
1980,0,1,,1.0,,15.18,,2024-11-17
1981,1,1,9.0,2.0,4.73,15.61,2024-11-11,2024-08-10
1982,0,1,,2.0,,15.89,,2024-11-21
1983,0,0,,,,,,
1984,1,1,7.0,3.0,4.59,9.43,2024-07-01,2024-08-22
1985,0,0,,,,,,
1986,1,1,7.0,2.0,6.04,17.94,2024-09-19,2024-12-21
1987,1,1,3.0,2.0,5.68,14.91,2024-07-30,2024-07-03
1988,1,1,4.0,0.0,6.05,0.0,2024-10-29,2023-07-03
1989,0,0,,,,,,
1990,1,1,3.0,0.0,4.8,0.0,2024-09-23,2023-09-10
1991,1,1,0.0,3.0,0.0,8.81,2023-09-02,2024-10-29
1992,1,1,5.0,4.0,5.41,7.97,2024-09-05,2024-09-15
1993,1,1,3.0,2.0,4.86,15.17,2024-07-10,2024-09-03
1994,0,1,,2.0,,17.27,,2024-12-24
1995,1,1,7.0,3.0,5.45,6.94,2024-08-03,2024-10-08
1996,1,1,3.0,3.0,7.43,9.11,2024-07-14,2024-10-30
1997,1,1,9.0,0.0,5.15,0.0,2024-08-19,2023-11-05
1998,1,1,10.0,5.0,1.21,7.87,2024-06-26,2024-10-31
1999,0,1,,3.0,,8.46,,2024-08-26
2000,0,0,,,,,,
2001,1,1,5.0,2.0,6.71,16.54,2024-08-07,2024-12-21
2002,1,1,4.0,6.0,4.58,2.27,2024-09-10,2023-06-24
2003,1,1,5.0,0.0,4.08,0.0,2024-11-07,2023-12-23
2004,1,1,10.0,0.0,1.62,0.0,2024-07-12,2023-08-22
2005,0,0,,,,,,
2006,1,1,6.0,3.0,6.64,6.0,2024-08-24,2024-10-18
2007,1,1,10.0,5.0,1.79,9.82,2024-01-16,2024-07-10
2008,1,1,10.0,3.0,1.82,9.13,2023-03-23,2024-08-02
2009,1,1,11.0,0.0,2.8,0.0,2024-07-08,2023-05-12
2010,1,1,6.0,0.0,5.03,0.0,2024-07-09,2024-02-19
2011,0,0,,,,,,
2012,1,1,6.0,3.0,5.93,6.4,2024-07-10,2024-11-12
2013,1,1,0.0,5.0,0.0,8.97,2023-03-22,2024-08-01
2014,1,1,11.0,3.0,2.36,6.12,2024-05-28,2024-08-30
2015,1,1,5.0,1.0,7.37,15.42,2024-08-01,2024-08-24
2016,1,1,12.0,2.0,1.84,15.36,2023-11-12,2024-09-20
2017,1,1,3.0,3.0,5.16,7.35,2024-09-11,2024-11-20
2018,1,1,4.0,10.0,3.84,2.09,2024-09-10,2023-04-08
2019,1,1,6.0,7.0,5.17,2.06,2024-11-03,2024-07-18
2020,1,1,10.0,0.0,2.39,0.0,2024-08-15,2023-07-08
2021,1,1,5.0,4.0,6.72,8.96,2024-08-11,2024-11-13
2022,0,1,,1.0,,15.66,,2024-07-04
2023,0,1,,0.0,,0.0,,2023-03-05
2024,1,1,10.0,1.0,1.76,16.73,2024-02-23,2024-12-28
2025,0,0,,,,,,
2026,0,1,,6.0,,1.91,,2024-01-25
2027,1,1,4.0,1.0,5.15,15.91,2024-10-21,2024-11-04
2028,1,1,5.0,1.0,6.04,17.45,2024-08-28,2024-12-28
2029,1,1,6.0,6.0,5.3,2.83,2024-07-18,2024-02-25
2030,1,1,12.0,4.0,2.23,8.71,2023-12-30,2024-11-13
2031,0,1,,5.0,,9.25,,2024-09-15
2032,0,1,,0.0,,0.0,,2023-08-16
2033,1,1,7.0,3.0,7.03,8.39,2024-10-14,2024-08-20
2034,1,1,4.0,2.0,5.34,14.91,2024-07-24,2024-08-20
2035,0,0,,,,,,
2036,1,1,4.0,0.0,5.68,0.0,2024-11-30,2024-09-06
2037,1,1,8.0,7.0,4.93,2.2,2024-07-22,2024-03-09
2038,1,1,5.0,0.0,6.47,0.0,2024-08-19,2023-11-19
2039,1,1,3.0,1.0,6.05,17.93,2024-07-10,2024-12-24
2040,0,1,,0.0,,0.0,,2023-04-29
2041,1,1,3.0,1.0,6.23,16.15,2024-09-19,2024-12-26
2042,0,1,,4.0,,8.86,,2024-08-10
2043,1,1,10.0,2.0,1.3,16.01,2023-01-13,2024-12-20
2044,0,1,,5.0,,9.35,,2024-09-21
2045,1,1,3.0,0.0,6.35,0.0,2024-07-30,2023-06-03
2046,1,1,10.0,3.0,2.8,9.46,2024-03-15,2024-09-14
2047,1,1,10.0,1.0,2.47,14.72,2023-08-05,2024-11-28
2048,1,1,5.0,3.0,6.17,7.94,2024-07-30,2024-10-27
2049,0,1,,7.0,,1.94,,2023-05-31
2050,1,1,5.0,0.0,5.89,0.0,2024-09-26,2023-09-28
2051,0,0,,,,,,
2052,1,1,1.0,3.0,6.12,7.37,2024-11-15,2024-08-30
2053,1,1,2.0,5.0,5.58,8.79,2024-11-21,2024-07-12
2054,1,1,8.0,0.0,4.81,0.0,2024-09-23,2024-02-10
2055,1,1,4.0,2.0,5.79,16.0,2024-11-09,2024-08-14
2056,1,1,3.0,7.0,5.28,1.94,2024-10-14,2023-04-23
2057,0,0,,,,,,
2058,1,1,3.0,5.0,5.5,8.21,2024-09-21,2024-10-09
2059,0,1,,3.0,,9.28,,2024-08-17
2060,1,1,5.0,1.0,7.41,17.21,2024-08-11,2024-12-28
2061,0,0,,,,,,
2062,1,1,4.0,0.0,4.74,0.0,2024-10-15,2023-09-03
2063,1,1,6.0,6.0,5.85,1.9,2024-09-07,2023-11-17
2064,1,1,3.0,3.0,3.98,8.08,2024-10-15,2024-09-18
2065,1,1,4.0,3.0,6.9,8.42,2024-11-08,2024-07-25
2066,1,1,4.0,1.0,4.43,18.3,2024-09-29,2024-12-31
2067,1,1,3.0,6.0,5.75,2.61,2024-10-02,2024-03-23
2068,1,1,4.0,0.0,6.44,0.0,2024-10-10,2024-09-19
2069,1,1,5.0,0.0,6.43,0.0,2024-07-01,2024-06-30
2070,1,1,12.0,6.0,1.6,1.36,2023-02-12,2024-08-30
2071,1,1,5.0,1.0,4.98,17.74,2024-09-04,2024-12-31
2072,1,1,2.0,0.0,5.0,0.0,2024-09-06,2024-03-02
2073,0,1,,0.0,,0.0,,2024-03-23
2074,1,1,12.0,5.0,2.02,8.58,2023-09-10,2024-08-06
2075,1,1,4.0,3.0,5.26,10.04,2024-08-15,2024-07-18
2076,1,1,5.0,3.0,7.35,8.2,2024-10-30,2024-10-26
2077,0,1,,6.0,,2.29,,2023-12-27
2078,1,1,12.0,0.0,1.93,0.0,2023-02-10,2024-07-25
2079,1,1,10.0,7.0,2.89,2.02,2024-06-05,2023-02-07
2080,1,1,3.0,5.0,6.41,7.0,2024-09-05,2024-09-20
2081,0,0,,,,,,
2082,1,1,9.0,6.0,5.42,1.47,2024-07-26,2023-03-12
2083,1,1,4.0,5.0,5.58,8.79,2024-10-16,2024-08-30
2084,1,1,3.0,6.0,5.62,2.65,2024-10-10,2024-07-16
2085,0,0,,,,,,
2086,1,1,10.0,4.0,1.15,8.56,2024-05-13,2024-10-13
2087,1,1,6.0,1.0,5.6,15.48,2024-11-15,2024-07-21
2088,1,1,0.0,3.0,0.0,7.14,2023-07-01,2024-07-25
2089,1,1,3.0,0.0,6.77,0.0,2024-08-09,2024-02-23
2090,0,0,,,,,,
2091,0,0,,,,,,
2092,1,1,3.0,5.0,4.51,8.02,2024-10-02,2024-10-03
2093,0,1,,4.0,,8.77,,2024-07-31
2094,1,1,6.0,5.0,6.53,8.68,2024-07-23,2024-10-23
2095,1,1,10.0,8.0,2.96,2.36,2024-02-19,2023-06-09
2096,1,1,11.0,4.0,1.51,8.59,2023-10-25,2024-08-29
2097,1,1,1.0,0.0,7.38,0.0,2024-08-26,2023-10-22
2098,1,1,6.0,5.0,5.49,9.28,2024-08-12,2024-09-08
2099,0,0,,,,,,
2100,1,1,5.0,0.0,5.7,0.0,2024-07-28,2023-06-13
2101,0,1,,3.0,,7.78,,2024-11-20
2102,1,1,0.0,6.0,0.0,1.94,2023-03-01,2024-02-13
2103,1,1,4.0,3.0,6.01,8.96,2024-07-24,2024-09-24
2104,1,1,5.0,6.0,5.67,2.12,2024-07-09,2024-07-13
2105,1,1,10.0,0.0,1.85,0.0,2024-01-26,2024-08-30
2106,1,1,5.0,0.0,5.22,0.0,2024-11-15,2023-02-15
2107,1,1,5.0,7.0,5.07,1.35,2024-09-10,2024-01-12
2108,1,1,4.0,3.0,5.81,8.35,2024-09-12,2024-10-09
2109,1,1,4.0,6.0,4.89,1.85,2024-07-17,2023-07-27
2110,1,1,12.0,5.0,2.37,6.55,2024-09-02,2024-07-30
2111,1,1,10.0,0.0,2.5,0.0,2023-11-09,2023-03-15
2112,1,1,0.0,8.0,0.0,3.15,2024-09-15,2024-04-12
2113,0,0,,,,,,
2114,0,0,,,,,,
2115,1,1,6.0,0.0,4.12,0.0,2024-11-02,2024-10-10
2116,1,1,5.0,5.0,6.45,6.55,2024-07-05,2024-11-29
2117,1,1,3.0,3.0,6.74,7.77,2024-07-23,2024-08-30
2118,1,1,7.0,1.0,5.5,15.72,2024-07-15,2024-09-23
2119,0,1,,3.0,,7.82,,2024-09-14
2120,0,0,,,,,,
2121,1,1,8.0,6.0,7.36,1.62,2024-07-20,2023-07-18
2122,1,1,4.0,2.0,6.93,15.51,2024-08-30,2024-07-23
2123,1,1,4.0,7.0,4.35,2.02,2024-10-04,2023-11-25
2124,1,1,12.0,5.0,3.0,7.42,2024-09-16,2024-10-19
2125,1,1,7.0,1.0,4.24,14.6,2024-08-02,2024-09-11
2126,1,1,3.0,5.0,7.1,6.04,2024-08-31,2024-10-21
2127,0,1,,1.0,,14.83,,2024-08-24
2128,1,1,5.0,5.0,4.1,9.61,2024-11-24,2024-10-17
2129,0,1,,7.0,,2.72,,2023-03-12
2130,1,1,5.0,3.0,3.88,8.81,2024-11-20,2024-10-07
2131,1,1,1.0,8.0,6.97,1.9,2024-08-02,2023-10-21
2132,0,1,,1.0,,13.49,,2024-08-27
2133,1,1,5.0,3.0,5.35,7.71,2024-09-30,2024-10-16
2134,1,1,4.0,0.0,5.67,0.0,2024-08-11,2023-06-02
2135,1,1,5.0,0.0,7.43,0.0,2024-09-16,2023-01-31
2136,1,1,7.0,6.0,4.97,1.3,2024-07-01,2023-08-02
2137,1,1,6.0,2.0,4.87,14.76,2024-08-02,2024-10-29
2138,1,1,6.0,4.0,4.32,8.46,2024-07-12,2024-09-05
2139,1,1,7.0,3.0,4.99,6.21,2024-07-01,2024-08-05
2140,1,1,3.0,9.0,7.86,2.4,2024-08-05,2023-09-20
2141,1,1,9.0,3.0,6.32,8.06,2024-11-01,2024-09-22
2142,1,1,3.0,1.0,6.43,15.8,2024-07-14,2024-07-02
2143,1,1,3.0,2.0,5.06,15.57,2024-11-08,2024-11-17
2144,1,1,0.0,7.0,0.0,2.1,2023-01-23,2023-01-28
2145,1,1,12.0,4.0,2.14,9.65,2023-10-05,2024-09-07
2146,1,1,5.0,1.0,7.62,15.48,2024-07-16,2024-10-18
2147,1,1,6.0,2.0,3.19,14.08,2024-10-21,2024-09-29
2148,0,0,,,,,,
2149,1,1,6.0,6.0,5.65,3.01,2024-11-15,2023-04-11
2150,1,1,4.0,1.0,4.6,16.78,2024-10-05,2024-12-28
2151,0,1,,6.0,,3.6,,2023-07-04
2152,1,1,10.0,8.0,2.41,1.85,2023-12-21,2023-11-03
2153,1,1,7.0,7.0,7.02,2.46,2024-07-22,2024-01-16
2154,1,1,6.0,6.0,4.08,1.38,2024-10-20,2023-10-03
2155,1,1,6.0,5.0,4.91,8.69,2024-10-25,2024-11-12
2156,0,1,,0.0,,0.0,,2024-01-26
2157,1,1,3.0,2.0,5.09,16.59,2024-07-25,2024-12-22
2158,1,1,3.0,7.0,4.08,1.23,2024-11-05,2024-07-28
2159,1,1,5.0,5.0,5.43,8.47,2024-08-08,2024-10-31
2160,1,1,7.0,1.0,5.78,15.98,2024-10-27,2024-09-04
2161,1,1,9.0,3.0,4.86,7.87,2024-07-04,2024-11-17
2162,1,1,8.0,0.0,4.92,0.0,2024-10-08,2024-08-09
2163,1,1,2.0,1.0,5.91,16.29,2024-11-23,2024-12-30
2164,1,1,4.0,9.0,5.62,1.87,2024-11-11,2024-06-23
2165,1,1,5.0,0.0,4.94,0.0,2024-11-22,2023-06-15
2166,1,1,5.0,3.0,8.0,10.15,2024-08-27,2024-08-09
2167,1,1,11.0,3.0,2.59,7.93,2024-08-11,2024-08-02
2168,1,1,7.0,2.0,5.14,17.22,2024-11-14,2024-12-29
2169,0,1,,3.0,,8.28,,2024-09-08
2170,1,1,10.0,7.0,2.98,1.92,2024-03-22,2023-06-04
2171,0,1,,0.0,,0.0,,2024-09-20
2172,0,0,,,,,,
2173,0,0,,,,,,
2174,0,1,,8.0,,2.46,,2024-08-16
2175,1,1,0.0,5.0,0.0,8.85,2023-04-29,2024-07-19
2176,1,1,3.0,3.0,5.12,7.84,2024-09-09,2024-11-22
2177,0,1,,3.0,,9.83,,2024-09-28
2178,1,1,3.0,3.0,5.98,7.41,2024-11-10,2024-10-29
2179,1,1,3.0,2.0,5.71,16.35,2024-08-11,2024-12-27
2180,1,1,6.0,1.0,4.4,16.07,2024-08-08,2024-12-25
2181,1,1,6.0,3.0,4.09,6.02,2024-10-01,2024-10-17
2182,1,1,12.0,0.0,2.4,0.0,2024-05-03,2024-01-13
2183,0,1,,3.0,,8.43,,2024-08-25
2184,1,1,5.0,0.0,5.46,0.0,2024-07-23,2023-08-06
2185,0,0,,,,,,
2186,1,1,6.0,1.0,5.52,15.03,2024-10-07,2024-09-19
2187,1,1,6.0,3.0,5.16,8.0,2024-08-11,2024-09-02
2188,0,1,,5.0,,9.14,,2024-10-08
2189,0,0,,,,,,
2190,1,1,3.0,6.0,6.76,1.2,2024-09-09,2023-06-09
